sample,total_count,population,count,percentage
sample02701,108275,cd4_t_cell,34282,31.662
sample02701,108275,cd8_t_cell,22459,20.743
sample02701,108275,monocyte,28368,26.2
sample02701,108275,nk_cell,14097,13.02
sample02702,91635,b_cell,8217,8.967
sample02702,91635,cd4_t_cell,20844,22.747
sample02702,91635,cd8_t_cell,31187,34.034
sample02702,91635,monocyte,20117,21.953
sample02702,91635,nk_cell,11270,12.299
sample02703,103990,b_cell,14518,13.961
sample02703,103990,cd4_t_cell,31765,30.546
sample02703,103990,cd8_t_cell,18217,17.518
sample02703,103990,monocyte,19500,18.752
sample02703,103990,nk_cell,19990,19.223
sample02704,98082,b_cell,16482,16.804
sample02704,98082,cd4_t_cell,31594,32.212
sample02704,98082,cd8_t_cell,15908,16.219
sample02704,98082,monocyte,24613,25.094
sample02704,98082,nk_cell,9485,9.67
sample02705,96721,b_cell,8798,9.096
sample02705,96721,cd4_t_cell,28207,29.163
sample02705,96721,cd8_t_cell,25627,26.496
sample02705,96721,monocyte,22134,22.884
sample02705,96721,nk_cell,11955,12.36
sample02706,90279,b_cell,7578,8.394
sample02706,90279,cd4_t_cell,26574,29.435
sample02706,90279,cd8_t_cell,21105,23.378
sample02706,90279,monocyte,21188,23.469
sample02706,90279,nk_cell,13834,15.324
sample02707,96394,b_cell,5643,5.854
sample02707,96394,cd4_t_cell,30936,32.093
sample02707,96394,cd8_t_cell,25194,26.136
sample02707,96394,monocyte,25867,26.835
sample02707,96394,nk_cell,8754,9.081
sample02708,96350,b_cell,10100,10.483
sample02708,96350,cd4_t_cell,28394,29.47
sample02708,96350,cd8_t_cell,21487,22.301
sample02708,96350,monocyte,22658,23.516
sample02708,96350,nk_cell,13711,14.23
sample02709,93627,b_cell,10811,11.547
sample02709,93627,cd4_t_cell,24707,26.389
sample02709,93627,cd8_t_cell,23656,25.266
sample02709,93627,monocyte,15573,16.633
sample02709,93627,nk_cell,18880,20.165
sample02710,102112,b_cell,9487,9.291
sample02710,102112,cd4_t_cell,36559,35.803
sample02710,102112,cd8_t_cell,26154,25.613
sample02710,102112,monocyte,16486,16.145
sample02710,102112,nk_cell,13426,13.148
sample02711,101359,b_cell,9071,8.949
sample02711,101359,cd4_t_cell,30103,29.699
sample02711,101359,cd8_t_cell,24434,24.106
sample02711,101359,monocyte,18624,18.374
sample02711,101359,nk_cell,19127,18.871
sample02712,95178,b_cell,6868,7.216
sample02712,95178,cd4_t_cell,31529,33.126
sample02712,95178,cd8_t_cell,17909,18.816
sample02712,95178,monocyte,23990,25.205
sample02712,95178,nk_cell,14882,15.636
sample02713,99397,b_cell,7074,7.117
sample02713,99397,cd4_t_cell,30864,31.051
sample02713,99397,cd8_t_cell,21814,21.946
sample02713,99397,monocyte,25358,25.512
sample02713,99397,nk_cell,14287,14.374
sample02714,93618,b_cell,15652,16.719
sample02714,93618,cd4_t_cell,20526,21.925
sample02714,93618,cd8_t_cell,26865,28.696
sample02714,93618,monocyte,17168,18.338
sample02714,93618,nk_cell,13407,14.321
sample02715,109228,b_cell,8163,7.473
sample02715,109228,cd4_t_cell,22738,20.817
sample02715,109228,cd8_t_cell,35743,32.723
sample02715,109228,monocyte,28377,25.98
sample02715,109228,nk_cell,14207,13.007
sample02716,104345,b_cell,10495,10.058
sample02716,104345,cd4_t_cell,16890,16.187
sample02716,104345,cd8_t_cell,47259,45.291
sample02716,104345,monocyte,8053,7.718
sample02716,104345,nk_cell,21648,20.747
sample02717,97262,b_cell,5789,5.952
sample02717,97262,cd4_t_cell,29723,30.56
sample02717,97262,cd8_t_cell,24680,25.375
sample02717,97262,monocyte,22817,23.459
sample02717,97262,nk_cell,14253,14.654
sample02718,106103,b_cell,11764,11.087
sample02718,106103,cd4_t_cell,29492,27.796
sample02718,106103,cd8_t_cell,28579,26.935
sample02718,106103,monocyte,22359,21.073
sample02718,106103,nk_cell,13909,13.109
sample02719,106129,b_cell,5319,5.012
sample02719,106129,cd4_t_cell,41989,39.564
sample02719,106129,cd8_t_cell,20829,19.626
sample02719,106129,monocyte,21205,19.98
sample02719,106129,nk_cell,16787,15.818
sample02720,86650,b_cell,7761,8.957
sample02720,86650,cd4_t_cell,33557,38.727
sample02720,86650,cd8_t_cell,16750,19.331
sample02720,86650,monocyte,20268,23.391
sample02720,86650,nk_cell,8314,9.595
sample02721,107127,b_cell,12425,11.598
sample02721,107127,cd4_t_cell,36735,34.291
sample02721,107127,cd8_t_cell,16704,15.593
sample02721,107127,monocyte,24985,23.323
sample02721,107127,nk_cell,16278,15.195
sample02722,94777,b_cell,5826,6.147
sample02722,94777,cd4_t_cell,24913,26.286
sample02722,94777,cd8_t_cell,19347,20.413
sample02722,94777,monocyte,25234,26.625
sample02722,94777,nk_cell,19457,20.529
sample02723,103087,b_cell,7872,7.636
sample02723,103087,cd4_t_cell,48482,47.03
sample02723,103087,cd8_t_cell,21074,20.443
sample02723,103087,monocyte,13355,12.955
sample02723,103087,nk_cell,12304,11.936
sample02724,110356,b_cell,8212,7.441
sample02724,110356,cd4_t_cell,34658,31.406
sample02724,110356,cd8_t_cell,28275,25.622
sample02724,110356,monocyte,14561,13.195
sample02724,110356,nk_cell,24650,22.337
sample02725,111287,b_cell,6481,5.824
sample02725,111287,cd4_t_cell,40254,36.171
sample02725,111287,cd8_t_cell,30884,27.752
sample02725,111287,monocyte,19627,17.636
sample02725,111287,nk_cell,14041,12.617
sample02726,94358,b_cell,10847,11.496
sample02726,94358,cd4_t_cell,28515,30.22
sample02726,94358,cd8_t_cell,19465,20.629
sample02726,94358,monocyte,15028,15.927
sample02726,94358,nk_cell,20503,21.729
sample02727,109062,b_cell,4119,3.777
sample02727,109062,cd4_t_cell,37132,34.047
sample02727,109062,cd8_t_cell,27527,25.24
sample02727,109062,monocyte,31566,28.943
sample02727,109062,nk_cell,8718,7.994
sample02728,98701,b_cell,16573,16.791
sample02728,98701,cd4_t_cell,31634,32.05
sample02728,98701,cd8_t_cell,21720,22.006
sample02728,98701,monocyte,15249,15.45
sample02728,98701,nk_cell,13525,13.703
sample02729,110476,b_cell,9625,8.712
sample02729,110476,cd4_t_cell,29854,27.023
sample02729,110476,cd8_t_cell,40295,36.474
sample02729,110476,monocyte,13403,12.132
sample02729,110476,nk_cell,17299,15.659
sample02730,101694,b_cell,7235,7.114
sample02730,101694,cd4_t_cell,31810,31.28
sample02730,101694,cd8_t_cell,24640,24.23
sample02730,101694,monocyte,23542,23.15
sample02730,101694,nk_cell,14467,14.226
sample02731,110490,b_cell,11822,10.7
sample02731,110490,cd4_t_cell,34684,31.391
sample02731,110490,cd8_t_cell,28846,26.107
sample02731,110490,monocyte,21191,19.179
sample02731,110490,nk_cell,13947,12.623
sample02732,104973,b_cell,15312,14.587
sample02732,104973,cd4_t_cell,42820,40.791
sample02732,104973,cd8_t_cell,22588,21.518
sample02732,104973,monocyte,13137,12.515
sample02732,104973,nk_cell,11116,10.589
sample02733,96114,b_cell,12398,12.899
sample02733,96114,cd4_t_cell,27472,28.583
sample02733,96114,cd8_t_cell,21390,22.255
sample02733,96114,monocyte,15229,15.845
sample02733,96114,nk_cell,19625,20.418
sample02734,107480,b_cell,10312,9.594
sample02734,107480,cd4_t_cell,31884,29.665
sample02734,107480,cd8_t_cell,22385,20.827
sample02734,107480,monocyte,24347,22.653
sample02734,107480,nk_cell,18552,17.261
sample02735,104225,b_cell,12993,12.466
sample02735,104225,cd4_t_cell,28439,27.286
sample02735,104225,cd8_t_cell,30551,29.313
sample02735,104225,monocyte,19383,18.597
sample02735,104225,nk_cell,12859,12.338
sample02736,109832,b_cell,8451,7.694
sample02736,109832,cd4_t_cell,28400,25.858
sample02736,109832,cd8_t_cell,37572,34.209
sample02736,109832,monocyte,20973,19.096
sample02736,109832,nk_cell,14436,13.144
sample02737,103407,b_cell,9548,9.233
sample02737,103407,cd4_t_cell,23275,22.508
sample02737,103407,cd8_t_cell,24365,23.562
sample02737,103407,monocyte,27132,26.238
sample02737,103407,nk_cell,19087,18.458
sample02738,95263,b_cell,7083,7.435
sample02738,95263,cd4_t_cell,25082,26.329
sample02738,95263,cd8_t_cell,26625,27.949
sample02738,95263,monocyte,28315,29.723
sample02738,95263,nk_cell,8158,8.564
sample02739,102437,b_cell,10399,10.152
sample02739,102437,cd4_t_cell,28117,27.448
sample02739,102437,cd8_t_cell,28126,27.457
sample02739,102437,monocyte,21536,21.024
sample02739,102437,nk_cell,14259,13.92
sample02740,99451,b_cell,9841,9.895
sample02740,99451,cd4_t_cell,29572,29.735
sample02740,99451,cd8_t_cell,25349,25.489
sample02740,99451,monocyte,18038,18.138
sample02740,99451,nk_cell,16651,16.743
sample02741,108494,b_cell,9380,8.646
sample02741,108494,cd4_t_cell,35020,32.278
sample02741,108494,cd8_t_cell,28249,26.037
sample02741,108494,monocyte,19668,18.128
sample02741,108494,nk_cell,16177,14.911
sample02742,99692,b_cell,8560,8.586
sample02742,99692,cd4_t_cell,32051,32.15
sample02742,99692,cd8_t_cell,19297,19.357
sample02742,99692,monocyte,20889,20.954
sample02742,99692,nk_cell,18895,18.953
sample02743,96458,b_cell,5059,5.245
sample02743,96458,cd4_t_cell,33339,34.563
sample02743,96458,cd8_t_cell,30814,31.946
sample02743,96458,monocyte,19506,20.222
sample02743,96458,nk_cell,7740,8.024
sample02744,102996,b_cell,9125,8.86
sample02744,102996,cd4_t_cell,25965,25.21
sample02744,102996,cd8_t_cell,30708,29.815
sample02744,102996,monocyte,22155,21.511
sample02744,102996,nk_cell,15043,14.605
sample02745,106921,b_cell,10985,10.274
sample02745,106921,cd4_t_cell,30276,28.316
sample02745,106921,cd8_t_cell,23005,21.516
sample02745,106921,monocyte,26507,24.791
sample02745,106921,nk_cell,16148,15.103
sample02746,94303,b_cell,10938,11.599
sample02746,94303,cd4_t_cell,24007,25.457
sample02746,94303,cd8_t_cell,27409,29.065
sample02746,94303,monocyte,19335,20.503
sample02746,94303,nk_cell,12614,13.376
sample02747,100350,b_cell,8301,8.272
sample02747,100350,cd4_t_cell,26942,26.848
sample02747,100350,cd8_t_cell,24989,24.902
sample02747,100350,monocyte,22776,22.697
sample02747,100350,nk_cell,17342,17.282
sample02748,104644,b_cell,14880,14.22
sample02748,104644,cd4_t_cell,26243,25.078
sample02748,104644,cd8_t_cell,25708,24.567
sample02748,104644,monocyte,21883,20.912
sample02748,104644,nk_cell,15930,15.223
sample02749,94746,b_cell,14074,14.854
sample02749,94746,cd4_t_cell,23770,25.088
sample02749,94746,cd8_t_cell,28768,30.363
sample02749,94746,monocyte,18980,20.033
sample02749,94746,nk_cell,9154,9.662
sample02750,103716,b_cell,15632,15.072
sample02750,103716,cd4_t_cell,38718,37.331
sample02750,103716,cd8_t_cell,19135,18.449
sample02750,103716,monocyte,12290,11.85
sample02750,103716,nk_cell,17941,17.298
sample02751,97692,b_cell,4721,4.833
sample02751,97692,cd4_t_cell,33479,34.27
sample02751,97692,cd8_t_cell,26664,27.294
sample02751,97692,monocyte,16607,16.999
sample02751,97692,nk_cell,16221,16.604
sample02752,96084,b_cell,13132,13.667
sample02752,96084,cd4_t_cell,20506,21.342
sample02752,96084,cd8_t_cell,24411,25.406
sample02752,96084,monocyte,21051,21.909
sample02752,96084,nk_cell,16984,17.676
sample02753,104548,b_cell,8827,8.443
sample02753,104548,cd4_t_cell,40893,39.114
sample02753,104548,cd8_t_cell,15122,14.464
sample02753,104548,monocyte,23655,22.626
sample02753,104548,nk_cell,16051,15.353
sample02754,96294,b_cell,11656,12.105
sample02754,96294,cd4_t_cell,33344,34.627
sample02754,96294,cd8_t_cell,16469,17.103
sample02754,96294,monocyte,11436,11.876
sample02754,96294,nk_cell,23389,24.289
sample02755,106285,b_cell,11953,11.246
sample02755,106285,cd4_t_cell,28379,26.701
sample02755,106285,cd8_t_cell,26752,25.17
sample02755,106285,monocyte,21598,20.321
sample02755,106285,nk_cell,17603,16.562
sample02756,96104,b_cell,8067,8.394
sample02756,96104,cd4_t_cell,38054,39.597
sample02756,96104,cd8_t_cell,15874,16.518
sample02756,96104,monocyte,20165,20.982
sample02756,96104,nk_cell,13944,14.509
sample02757,100765,b_cell,6070,6.024
sample02757,100765,cd4_t_cell,41532,41.217
sample02757,100765,cd8_t_cell,22886,22.712
sample02757,100765,monocyte,17622,17.488
sample02757,100765,nk_cell,12655,12.559
sample02758,86407,b_cell,14942,17.293
sample02758,86407,cd4_t_cell,23282,26.945
sample02758,86407,cd8_t_cell,13439,15.553
sample02758,86407,monocyte,26782,30.995
sample02758,86407,nk_cell,7962,9.215
sample02759,92249,b_cell,9184,9.956
sample02759,92249,cd4_t_cell,31232,33.856
sample02759,92249,cd8_t_cell,26245,28.45
sample02759,92249,monocyte,13115,14.217
sample02759,92249,nk_cell,12473,13.521
sample02760,94578,b_cell,9210,9.738
sample02760,94578,cd4_t_cell,25413,26.87
sample02760,94578,cd8_t_cell,19445,20.56
sample02760,94578,monocyte,23956,25.329
sample02760,94578,nk_cell,16554,17.503
sample02761,107008,b_cell,6698,6.259
sample02761,107008,cd4_t_cell,29931,27.971
sample02761,107008,cd8_t_cell,20097,18.781
sample02761,107008,monocyte,22937,21.435
sample02761,107008,nk_cell,27345,25.554
sample02762,102034,b_cell,3665,3.592
sample02762,102034,cd4_t_cell,42352,41.508
sample02762,102034,cd8_t_cell,18432,18.065
sample02762,102034,monocyte,21405,20.978
sample02762,102034,nk_cell,16180,15.857
sample02763,99555,b_cell,10858,10.907
sample02763,99555,cd4_t_cell,21120,21.214
sample02763,99555,cd8_t_cell,27464,27.587
sample02763,99555,monocyte,27442,27.565
sample02763,99555,nk_cell,12671,12.728
sample02764,107670,b_cell,8325,7.732
sample02764,107670,cd4_t_cell,27506,25.547
sample02764,107670,cd8_t_cell,31897,29.625
sample02764,107670,monocyte,24456,22.714
sample02764,107670,nk_cell,15486,14.383
sample02765,94477,b_cell,7848,8.307
sample02765,94477,cd4_t_cell,32263,34.149
sample02765,94477,cd8_t_cell,23454,24.825
sample02765,94477,monocyte,12612,13.349
sample02765,94477,nk_cell,18300,19.37
sample02766,95992,b_cell,4892,5.096
sample02766,95992,cd4_t_cell,35038,36.501
sample02766,95992,cd8_t_cell,27483,28.631
sample02766,95992,monocyte,17887,18.634
sample02766,95992,nk_cell,10692,11.138
sample02767,93215,b_cell,9073,9.733
sample02767,93215,cd4_t_cell,22611,24.257
sample02767,93215,cd8_t_cell,20913,22.435
sample02767,93215,monocyte,29804,31.973
sample02767,93215,nk_cell,10814,11.601
sample02768,99922,b_cell,11482,11.491
sample02768,99922,cd4_t_cell,17442,17.456
sample02768,99922,cd8_t_cell,31242,31.266
sample02768,99922,monocyte,24642,24.661
sample02768,99922,nk_cell,15114,15.126
sample02769,106260,b_cell,19581,18.427
sample02769,106260,cd4_t_cell,25263,23.775
sample02769,106260,cd8_t_cell,22299,20.985
sample02769,106260,monocyte,25049,23.573
sample02769,106260,nk_cell,14068,13.239
sample02770,91045,b_cell,12747,14.001
sample02770,91045,cd4_t_cell,26624,29.243
sample02770,91045,cd8_t_cell,24743,27.177
sample02770,91045,monocyte,16819,18.473
sample02770,91045,nk_cell,10112,11.107
sample02771,98223,b_cell,9213,9.38
sample02771,98223,cd4_t_cell,33061,33.659
sample02771,98223,cd8_t_cell,20935,21.314
sample02771,98223,monocyte,22864,23.278
sample02771,98223,nk_cell,12150,12.37
sample02772,107219,b_cell,12960,12.087
sample02772,107219,cd4_t_cell,43201,40.292
sample02772,107219,cd8_t_cell,19579,18.261
sample02772,107219,monocyte,18885,17.613
sample02772,107219,nk_cell,12594,11.746
sample02773,108125,b_cell,18574,17.178
sample02773,108125,cd4_t_cell,29843,27.6
sample02773,108125,cd8_t_cell,18775,17.364
sample02773,108125,monocyte,23102,21.366
sample02773,108125,nk_cell,17831,16.491
sample02774,98364,b_cell,10372,10.545
sample02774,98364,cd4_t_cell,30663,31.173
sample02774,98364,cd8_t_cell,28389,28.861
sample02774,98364,monocyte,21051,21.401
sample02774,98364,nk_cell,7889,8.02
sample02775,91733,b_cell,12731,13.878
sample02775,91733,cd4_t_cell,26570,28.964
sample02775,91733,cd8_t_cell,26696,29.102
sample02775,91733,monocyte,13306,14.505
sample02775,91733,nk_cell,12430,13.55
sample02776,98069,b_cell,16985,17.319
sample02776,98069,cd4_t_cell,24356,24.836
sample02776,98069,cd8_t_cell,22263,22.701
sample02776,98069,monocyte,20564,20.969
sample02776,98069,nk_cell,13901,14.175
sample02777,92883,b_cell,11657,12.55
sample02777,92883,cd4_t_cell,23185,24.962
sample02777,92883,cd8_t_cell,34053,36.662
sample02777,92883,monocyte,12459,13.414
sample02777,92883,nk_cell,11529,12.412
sample02778,96343,b_cell,8337,8.653
sample02778,96343,cd4_t_cell,25768,26.746
sample02778,96343,cd8_t_cell,29535,30.656
sample02778,96343,monocyte,19550,20.292
sample02778,96343,nk_cell,13153,13.652
sample02779,97799,b_cell,16311,16.678
sample02779,97799,cd4_t_cell,30530,31.217
sample02779,97799,cd8_t_cell,19272,19.706
sample02779,97799,monocyte,22340,22.843
sample02779,97799,nk_cell,9346,9.556
sample02780,93823,b_cell,5031,5.362
sample02780,93823,cd4_t_cell,29543,31.488
sample02780,93823,cd8_t_cell,25588,27.273
sample02780,93823,monocyte,20876,22.25
sample02780,93823,nk_cell,12785,13.627
sample02781,100405,b_cell,6949,6.921
sample02781,100405,cd4_t_cell,32028,31.899
sample02781,100405,cd8_t_cell,32093,31.964
sample02781,100405,monocyte,15472,15.41
sample02781,100405,nk_cell,13863,13.807
sample02782,111029,b_cell,8199,7.385
sample02782,111029,cd4_t_cell,33751,30.398
sample02782,111029,cd8_t_cell,26488,23.857
sample02782,111029,monocyte,22660,20.409
sample02782,111029,nk_cell,19931,17.951
sample02783,98298,b_cell,15923,16.199
sample02783,98298,cd4_t_cell,25340,25.779
sample02783,98298,cd8_t_cell,25939,26.388
sample02783,98298,monocyte,21414,21.785
sample02783,98298,nk_cell,9682,9.85
sample02784,98617,b_cell,15377,15.593
sample02784,98617,cd4_t_cell,27096,27.476
sample02784,98617,cd8_t_cell,23255,23.581
sample02784,98617,monocyte,17051,17.29
sample02784,98617,nk_cell,15838,16.06
sample02785,100132,b_cell,6087,6.079
sample02785,100132,cd4_t_cell,22973,22.943
sample02785,100132,cd8_t_cell,27198,27.162
sample02785,100132,monocyte,29220,29.181
sample02785,100132,nk_cell,14654,14.635
sample02786,93692,b_cell,11857,12.655
sample02786,93692,cd4_t_cell,36082,38.511
sample02786,93692,cd8_t_cell,20414,21.788
sample02786,93692,monocyte,12609,13.458
sample02786,93692,nk_cell,12730,13.587
sample02787,95300,b_cell,9576,10.048
sample02787,95300,cd4_t_cell,28746,30.164
sample02787,95300,cd8_t_cell,23175,24.318
sample02787,95300,monocyte,16612,17.431
sample02787,95300,nk_cell,17191,18.039
sample02788,95378,b_cell,9997,10.481
sample02788,95378,cd4_t_cell,27874,29.225
sample02788,95378,cd8_t_cell,22367,23.451
sample02788,95378,monocyte,18275,19.161
sample02788,95378,nk_cell,16865,17.682
sample02789,99690,b_cell,10563,10.596
sample02789,99690,cd4_t_cell,41510,41.639
sample02789,99690,cd8_t_cell,19961,20.023
sample02789,99690,monocyte,14703,14.749
sample02789,99690,nk_cell,12953,12.993
sample02790,105726,b_cell,8772,8.297
sample02790,105726,cd4_t_cell,35944,33.997
sample02790,105726,cd8_t_cell,29558,27.957
sample02790,105726,monocyte,22419,21.205
sample02790,105726,nk_cell,9033,8.544
sample02791,90078,b_cell,8961,9.948
sample02791,90078,cd4_t_cell,26065,28.936
sample02791,90078,cd8_t_cell,23988,26.63
sample02791,90078,monocyte,18314,20.331
sample02791,90078,nk_cell,12750,14.154
sample02792,98368,b_cell,17148,17.432
sample02792,98368,cd4_t_cell,22522,22.896
sample02792,98368,cd8_t_cell,24263,24.666
sample02792,98368,monocyte,17206,17.491
sample02792,98368,nk_cell,17229,17.515
sample02793,90330,b_cell,9247,10.237
sample02793,90330,cd4_t_cell,26577,29.422
sample02793,90330,cd8_t_cell,29963,33.171
sample02793,90330,monocyte,10708,11.854
sample02793,90330,nk_cell,13835,15.316
sample02794,90552,b_cell,5105,5.638
sample02794,90552,cd4_t_cell,28482,31.454
sample02794,90552,cd8_t_cell,20358,22.482
sample02794,90552,monocyte,24852,27.445
sample02794,90552,nk_cell,11755,12.981
sample02795,102555,b_cell,13216,12.887
sample02795,102555,cd4_t_cell,25719,25.078
sample02795,102555,cd8_t_cell,23400,22.817
sample02795,102555,monocyte,17504,17.068
sample02795,102555,nk_cell,22716,22.15
sample02796,97621,b_cell,10663,10.923
